"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","TRANSFER_MATRIX/avg_AG/pred_action_batch/loss","TRANSFER_MATRIX/avg_AG/pred_noun_batch/loss","TRANSFER_MATRIX/avg_AG/pred_verb_batch/loss"
"Replay_2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","finished","true","Replay","","2022-09-16T01:20:11.000Z","40258","0.01","sgd","0","true","128","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","1.9695847636481651","1.5659283809914082","0.3775388269343488","0.26582151094606404","0.15955397931084667","10","matthiasdelange","-","0.4036564000765536","","","","","","","",""
"Replay_2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","finished","true","Replay","","2022-09-16T01:24:46.000Z","40146","0.01","sgd","0","true","128","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","1.983162840661853","1.5748681867691394","0.37468857666986416","0.2651546664668876","0.158206177125342","10","matthiasdelange","-","0.40829469572337784","","","","","","","",""
"Replay_2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","finished","true","Replay","","2022-09-16T01:22:55.000Z","40015","0.01","sgd","0","true","64","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","1.966951956892816","1.563436634405141","0.3677760905665605","0.2574207232879068","0.1593494971937802","10","matthiasdelange","-","0.4035152746800333","","","","","","","",""
"Replay_2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","finished","true","Replay","","2022-09-16T01:23:14.000Z","39877","0.01","sgd","0","true","128","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","1.9770285763736737","1.5681868600705704","0.3763124127423418","0.2661039971970222","0.15756615705525784","10","matthiasdelange","-","0.40884170533941144","","","","","","","",""
"Replay_2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","finished","true","Replay","","2022-09-16T01:20:49.000Z","39503","0.01","sgd","0","true","8","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","1.8846544906222924","1.5256310932189143","0.4049777258008619","0.2800564414450162","0.16600458342813215","10","matthiasdelange","-","0.3590233825759196","","","","","","","",""
"Replay_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","","2022-09-16T01:24:15.000Z","34412","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424","","","","","","","",""
"Replay_2022-09-15_18-24-00_UIDadc3b2c4-5785-4be4-8e50-32d0551a1eee","finished","true","Replay","","2022-09-16T01:24:07.000Z","14045","0.01","sgd","0","true","8","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-00_UIDadc3b2c4-5785-4be4-8e50-32d0551a1eee","1.9766742004693925","1.550067383155132","0.3880246555704275","0.27011468712391296","0.1608923032047017","10","matthiasdelange","-","0.42660683025447754","","","","","","","",""
"Finetuning_2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","finished","true","Finetuning","","2022-09-15T23:09:12.000Z","19651","0.01","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","0.05002298097450806","0.33223128898046167","0.3982901162015863","0.25245072355745435","0.16581161647244416","10","matthiasdelange","-","-0.2822083207879874","","","","","","","",""
"Finetuning_2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","finished","true","Finetuning","","2022-09-15T23:09:22.000Z","19591","0.001","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","0.6483693838601637","0.5653985140051242","0.3773873976213761","0.2635212795895827","0.14004467137035548","10","matthiasdelange","-","0.08297086352654638","","","","","","","",""
"Finetuning_2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","finished","true","Finetuning","","2022-09-15T23:08:42.000Z","19654","0.1","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","-2.516872695690597","-0.8040070856978844","0.95265702666001","0.5025429411399875","0.48272800690623013","10","matthiasdelange","-","-1.7128656240403513","","","","","","","",""
"Finetuning_2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","finished","true","Finetuning","","2022-09-15T23:08:24.000Z","19450","0.001","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","1.39571965714715","1.059698874747984","0.378232498715533","0.2784377522498102","0.1345700427054236","10","matthiasdelange","-","0.33602080540117946","","","","","","","",""
"Finetuning_2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","finished","true","Finetuning","","2022-09-15T23:06:34.000Z","19697","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","1.2798882560063756","0.9486300366724366","0.3623859767515375","0.2685290912638153","0.12759223287099997","10","matthiasdelange","-","0.3312581969337829","","","","","","","",""
"Finetuning_2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","finished","true","Finetuning","","2022-09-15T23:06:25.000Z","19628","0.01","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","1.7667485160319392","1.462024238414955","0.4086090186340582","0.2801069267545892","0.16622764335870432","10","matthiasdelange","-","0.3047242464626861","","","","","","","",""
"Finetuning_2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","finished","true","Finetuning","","2022-09-15T23:07:29.000Z","19586","0.01","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","1.245597017657104","1.1187481930423258","0.42774778575197375","0.28960034531318907","0.16701979460468577","10","matthiasdelange","-","0.12684882385429824","","","","","","","",""
"Finetuning_2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","finished","true","Finetuning","","2022-09-15T23:07:21.000Z","19599","0.1","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","-0.19296810090595695","0.42749351177513334","0.5735668956903375","0.3423439349362947","0.2580686204675774","10","matthiasdelange","-","-0.6204615992130684","","","","","","","",""
"Finetuning_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","","2022-09-15T23:03:41.000Z","12425","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177","","","","","","","",""
"Finetuning_2022-09-14_19-17-56_UIDa31efcd3-1ba6-4312-8eb6-1070bfe6c8e9_MATT","finished","true","Finetuning","","2022-09-15T02:51:37.000Z","20742","0.01","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-35-13_UID816d4af0-a434-4189-806a-4df2a917d615","1.8285319744695816","1.529549863274058","0.4112818931494833","0.27641913404122076","0.1746620923141757","10","matthiasdelange","-","0.2989821096477906","","","","","","","",""
