"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean"
"USER-27_2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:34:08.000Z","2342","0.01","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","1.245597017657104","1.1187481930423258","0.42774778575197375","0.28960034531318907","0.16701979460468577","10","matthiasdelange","-","0.12684882385429824"
"USER-27_2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:33:59.000Z","2349","0.1","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","-2.516872695690597","-0.8040070856978844","0.95265702666001","0.5025429411399875","0.48272800690623013","10","matthiasdelange","-","-1.7128656240403513"
"USER-27_2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:33:27.000Z","2312","0.01","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","1.7667485160319392","1.462024238414955","0.4086090186340582","0.2801069267545892","0.16622764335870432","10","matthiasdelange","-","0.3047242464626861"
"USER-27_2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:33:25.000Z","2335","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","1.2798882560063756","0.9486300366724366","0.3623859767515375","0.2685290912638153","0.12759223287099997","10","matthiasdelange","-","0.3312581969337829"
"USER-27_2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:31:44.000Z","2378","0.1","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","-0.19296810090595695","0.42749351177513334","0.5735668956903375","0.3423439349362947","0.2580686204675774","10","matthiasdelange","-","-0.6204615992130684"
"USER-108_2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:29:41.000Z","1298","0.1","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","","","","","","","matthiasdelange","-",""
"USER-421_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:26:07.000Z","5698","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177"
"USER-108_2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:26:03.000Z","1264","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","","","","","","","matthiasdelange","-",""
"USER-104_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:25:31.000Z","2337","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177"
"USER-108_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-16T00:08:38.000Z","1010","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177"
"USER-29_2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:09:22.000Z","5165","0.001","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","0.6483693838601637","0.5653985140051242","0.3773873976213761","0.2635212795895827","0.14004467137035548","10","matthiasdelange","-","0.08297086352654638"
"USER-29_2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:09:12.000Z","5195","0.01","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","0.05002298097450806","0.33223128898046167","0.3982901162015863","0.25245072355745435","0.16581161647244416","10","matthiasdelange","-","-0.2822083207879874"
"USER-29_2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:08:42.000Z","5115","0.1","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","-2.516872695690597","-0.8040070856978844","0.95265702666001","0.5025429411399875","0.48272800690623013","10","matthiasdelange","-","-1.7128656240403513"
"USER-29_2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:08:24.000Z","5274","0.001","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","1.39571965714715","1.059698874747984","0.378232498715533","0.2784377522498102","0.1345700427054236","10","matthiasdelange","-","0.33602080540117946"
"USER-29_2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:07:29.000Z","5197","0.01","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","1.245597017657104","1.1187481930423258","0.42774778575197375","0.28960034531318907","0.16701979460468577","10","matthiasdelange","-","0.12684882385429824"
"USER-29_2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:07:21.000Z","5061","0.1","sgd","0.6","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=False/2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","-0.19296810090595695","0.42749351177513334","0.5735668956903375","0.3423439349362947","0.2580686204675774","10","matthiasdelange","-","-0.6204615992130684"
"USER-29_2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:06:34.000Z","5209","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","1.2798882560063756","0.9486300366724366","0.3623859767515375","0.2685290912638153","0.12759223287099997","10","matthiasdelange","-","0.3312581969337829"
"USER-29_2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:06:25.000Z","5220","0.01","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","1.7667485160319392","1.462024238414955","0.4086090186340582","0.2801069267545892","0.16622764335870432","10","matthiasdelange","-","0.3047242464626861"
"USER-27_2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","crashed","","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:05:06.000Z","64250","0.1","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","","","","","","","matthiasdelange","-",""
"USER-29_2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:05:05.000Z","5074","0.1","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-15_16-05-00_UIDc812577b-7510-4f00-8801-d0cbda69d84c","","","","","","","matthiasdelange","-",""
"USER-29_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:03:41.000Z","4943","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177"
"USER-27_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:03:41.000Z","3894","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","1.4833863153435725","1.3065415481773974","0.4316771742971024","0.2903614525157394","0.17427667650212184","10","matthiasdelange","-","0.1768447703289177"
"USER-29_2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:02:52.000Z","4988","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","","","","","","","matthiasdelange","-",""
"USER-27_2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","crashed","","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T23:02:52.000Z","64400","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-15_16-02-47_UID715e464c-e464-4ce1-9a53-06bb2fe60cc4","","","","","","","matthiasdelange","-",""
"USER-108_Finetuning_2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","finished","true","Finetuning","","2022-09-15T20:49:40.000Z","21","0.0001","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/test_exp_00/../../../results/ego4d_action_recog/test_exp_00/logs/GRID_SOLVER-BASE_LR=0-0001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","","","","","","","matthiasdelange","-",""
"USER-27_Finetuning_2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","finished","true","Finetuning","","2022-09-15T20:48:04.000Z","23","0.0001","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/test_exp_00/../../../results/ego4d_action_recog/test_exp_00/logs/GRID_SOLVER-BASE_LR=0-0001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","","","","","","","matthiasdelange","-",""
"USER-29_Finetuning_2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","finished","true","Finetuning","","2022-09-15T20:46:00.000Z","29","0.0001","sgd","0.9","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/test_exp_00/../../../results/ego4d_action_recog/test_exp_00/logs/GRID_SOLVER-BASE_LR=0-0001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=False/2022-09-15_13-43-55_UIDb527a84c-b3e1-4610-a9c0-66a39fe6eee1","","","","","","","matthiasdelange","-",""
"USER-68_Finetuning_2022-09-15_11-29-46_UIDe3a4b28a-d6bf-41f0-8664-979e85d5ba4d_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:20:48.000Z","143","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-13_19-06-06_UIDa5593593-060e-486e-a66c-bee13635f170","","","","","","","matthiasdelange","-",""
"USER-68_Finetuning_2022-09-15_11-24-15_UID0d0875c3-8598-49d1-aa50-c7532c10c996_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:15:20.000Z","156","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226","","","","","","","matthiasdelange","-",""
"USER-265_Finetuning_2022-09-15_11-29-46_UIDe3a4b28a-d6bf-41f0-8664-979e85d5ba4d_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:15:12.000Z","204","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-13_19-06-06_UIDa5593593-060e-486e-a66c-bee13635f170","","","","","","","matthiasdelange","-",""
"USER-265_Finetuning_2022-09-15_11-24-15_UID0d0875c3-8598-49d1-aa50-c7532c10c996_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:09:41.000Z","205","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226","","","","","","","matthiasdelange","-",""
"USER-324_Finetuning_2022-09-15_11-29-46_UIDe3a4b28a-d6bf-41f0-8664-979e85d5ba4d_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:06:25.000Z","317","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-13_19-06-06_UIDa5593593-060e-486e-a66c-bee13635f170","","","","","","","matthiasdelange","-",""
"USER-324_Finetuning_2022-09-15_11-24-15_UID0d0875c3-8598-49d1-aa50-c7532c10c996_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T19:01:22.000Z","296","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226","","","","","","","matthiasdelange","-",""
"USER-30_Finetuning_2022-09-15_11-29-46_UIDe3a4b28a-d6bf-41f0-8664-979e85d5ba4d_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T18:57:24.000Z","325","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-13_19-06-06_UIDa5593593-060e-486e-a66c-bee13635f170","","","","","","","matthiasdelange","-",""
"USER-421_Finetuning_2022-09-15_11-29-46_UIDe3a4b28a-d6bf-41f0-8664-979e85d5ba4d_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T18:57:13.000Z","1378","0.001","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-13_19-06-06_UIDa5593593-060e-486e-a66c-bee13635f170","","","","","","","matthiasdelange","-",""
"USER-30_Finetuning_2022-09-15_11-24-15_UID0d0875c3-8598-49d1-aa50-c7532c10c996_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T18:52:44.000Z","304","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226","","","","","","","matthiasdelange","-",""
"USER-68_Finetuning_2022-09-15_11-19-04_UID0cdf6b60-3308-42ca-966b-2987b6b4271b_MATT","finished","true","Finetuning","ego4d_action_recog, final01_01_finetuning_sgd","2022-09-15T18:50:20.000Z","181","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-17-06_UID7cbb3ae5-9ea5-429f-be0b-0308e7310316","","","","","","","matthiasdelange","-",""
